"value","income","age","rooms","bedrooms","pop","hh"
342000,3.8141,52,2088,388,908,375
315800,2.5982,42,2210,643,1228,605
333900,4.5833,52,1710,350,727,355
304800,3.2824,52,1965,480,794,451
380400,3.125,52,1164,257,575,251
500001,3.5083,52,1777,454,671,439
442900,3.2426,50,2989,832,1345,775
254500,2.2422,30,1390,457,1460,423
287500,1.7542,31,2275,823,2189,720
358100,2.4196,46,2038,534,1250,525
220000,2.7543,23,1443,521,1264,450
330300,3.37,52,1137,304,754,297
380300,4.1429,52,2370,473,1053,434
247500,1.8771,34,2501,1047,3326,970
205600,2.1766,36,1276,503,1502,450
251100,2.8971,27,1514,510,1603,518
227100,2.7038,26,1609,534,1868,497
210000,1.525,34,479,182,557,170
212500,1.8495,23,1864,937,2795,858
225000,1.5685,34,1562,651,1774,559
258300,2.3846,32,2880,1063,3646,1028
173900,2.4,25,2459,823,2635,763
137500,1.9286,38,380,130,445,140
500001,11.615,34,2821,399,843,391
500001,8.5136,26,3902,610,1468,632
500001,4.1717,33,7478,1678,2701,1500
500001,6.5195,35,3946,695,1361,620
416700,7.1134,38,2601,523,870,474
500001,8.5842,42,5518,979,1863,957
500001,2.5588,36,2963,838,1129,745
500001,15.0001,37,407,67,100,47
500001,9.3092,39,3798,586,975,525
500001,8.944,30,6310,957,1776,880
500001,4.3214,41,730,126,230,125
355300,2.9643,38,2158,582,1061,577
367100,1.9937,40,3110,764,1557,763
374100,3.9783,52,2946,695,1258,650
3e+05,3.2149,22,3008,938,1224,816
500001,2.8942,31,2697,706,1059,689
397900,3.3864,45,2195,483,1265,455
393600,5.7524,52,1466,254,600,253
423700,6.0338,52,1234,223,543,213
318600,3.6579,48,2566,571,1421,563
350000,4.0721,52,1310,263,689,208
421600,6.4459,51,3149,519,1082,510
412700,5.7778,41,3729,740,1364,707
306800,2.978,41,4138,1130,1859,1030
352100,4.2019,46,1156,203,514,213
397500,5.4122,52,2036,348,775,332
360500,4.5781,52,1803,437,787,388
324000,4.0602,44,2728,585,1227,567
304600,4.7132,50,2113,398,793,418
210900,3.0958,49,1767,467,1066,438
2e+05,2.3421,48,805,246,633,235
217300,2.7875,49,2843,880,2004,796
344800,4.1667,48,1527,295,589,286
268800,3.9674,52,3225,763,1559,710
196500,2.3333,52,2273,663,1480,597
252300,3.7847,52,2327,555,1048,491
278800,3.6434,51,1532,366,669,333
241400,3.8448,36,3503,833,2652,788
230800,4.625,52,1079,222,439,201
225000,2.9709,44,3646,912,1783,861
166700,2.3816,52,984,276,994,260
203300,2.4375,41,1396,360,1069,363
187500,3.5039,46,945,250,910,252
198800,2.3913,35,1147,365,1016,296
170500,2.0214,36,2306,813,2823,765
187500,2.625,28,579,184,673,202
160000,1.7016,27,1190,518,1795,422
157500,2.5521,38,2265,801,2899,792
184300,2.7179,46,3007,854,2587,814
2e+05,2.9423,42,997,374,982,372
203100,2.6178,52,2465,773,2328,746
185000,3.2386,43,962,253,658,244
170800,1.87,38,1270,556,1692,450
182000,3.1607,42,1618,522,1454,440
228800,2.4429,52,1739,464,938,482
213500,2.875,39,3162,896,1934,818
169100,2.7366,40,1630,543,1568,510
219200,2.4677,49,3828,1197,2862,1009
156300,1.9722,35,1335,440,1586,445
143800,3.1944,40,506,119,397,114
187500,4.9844,52,109,20,86,24
137500,4.025,52,137,26,65,24
136100,2.6442,47,859,239,913,234
150000,2.6923,49,1638,456,1500,430
155500,2.6051,45,1747,484,1680,441
210000,3.5603,52,2050,429,957,418
241700,3.75,52,104,20,32,17
2e+05,2.1108,44,1425,438,1121,374
169200,2.6136,47,2133,689,2104,662
174300,2.6336,43,1903,635,1919,613
189400,2.935,52,1866,470,1211,417
166700,1.7945,50,1791,660,2183,675
167800,2.5428,45,2174,627,1992,557
189800,3.1864,52,3142,765,1728,682
179200,1.9209,45,2225,827,2699,792
181700,2.4038,46,2341,703,2371,648
232100,2.7625,52,830,200,701,189
217900,1.9028,47,2059,618,2033,544
175000,2,43,764,322,1275,306
225000,1.5491,20,41,17,87,25
137500,1.6136,27,223,80,249,82
192500,2.2545,18,4297,1420,4332,1286
133300,2.3942,16,719,225,801,218
150000,1.875,40,1081,282,970,263
154200,1.8173,31,394,117,573,131
152100,1.9704,34,1709,562,2105,503
115500,2.3409,38,1241,298,1055,263
114000,2.4375,49,1320,309,1405,328
139600,1.9937,21,1353,380,1688,367
159600,2.2708,34,1765,551,2203,500
133900,2.2907,39,986,361,1347,299
173200,1.9495,26,2574,807,3163,802
138200,2.5343,39,1594,430,1668,378
126000,2.2222,41,1807,429,1699,424
213000,4.239,39,2054,423,1205,403
153000,2.6806,52,3672,808,3062,764
138500,1.6118,39,1287,353,1171,345
144200,2.4632,39,1561,445,1780,391
159200,1.9881,37,1822,498,1961,506
145800,2.0133,35,1504,477,2059,498
158300,1.7463,36,839,250,1079,245
160200,2.1333,31,1077,300,1198,274
167200,2.4135,52,1770,435,1848,439
191700,1.7292,47,1346,383,1452,371
153100,2.3859,31,1453,404,1486,389
168800,1.9375,42,902,318,1312,323
147500,1.8781,29,1478,413,1580,394
170800,2.1696,36,3334,920,2881,800
142500,3.1146,48,2514,595,2484,601
145800,1.3125,37,299,89,318,92
153800,3.3977,45,1327,271,1069,284
148800,2.6226,40,2744,708,2747,674
184900,3.3785,44,1688,426,1605,384
144200,1.9706,41,2090,530,2043,537
200400,4.875,10,1907,398,921,369
166700,4.975,10,1940,445,763,412
153100,4.7853,7,2529,689,1215,577
230900,4.9231,8,1116,267,435,235
129300,2.9167,35,2226,602,2230,549
139500,1.9038,35,1554,381,1487,374
166300,3.0241,38,2965,665,2128,650
169600,3.375,42,1555,337,1152,348
163100,2.5132,44,1734,364,1133,351
175000,2.375,33,1515,415,1345,346
162100,3.1442,50,1568,302,1093,333
156500,2.5523,36,3066,797,3097,780
146600,2.2348,33,2907,797,3212,793
135500,2.9939,31,1318,311,1164,289
151900,2.3281,33,1369,408,1475,377
144600,3.2031,43,1523,378,1338,352
158500,3.2279,39,787,181,731,179
147500,3.375,33,851,231,936,228
156000,2.6842,28,2616,630,2218,621
150000,3.4952,19,2150,544,1510,467
135700,3.5769,41,247,55,925,50
148500,3.875,37,1155,225,814,241
148600,2.6083,27,2025,565,2189,577
137500,1.9762,32,555,159,748,163
93800,1.1868,47,2324,658,3020,594
112500,2.2961,46,453,119,533,132
111800,2.1136,40,1181,335,1441,337
137500,2.4886,8,762,204,728,174
133600,1.6667,46,1051,302,1435,305
142800,2.0885,36,2672,675,2883,674
125000,3.2125,37,349,79,276,64
109400,2.1029,46,321,101,401,86
156800,2.3611,30,511,153,1152,149
112500,10.2264,52,48,6,41,10
137500,1.0714,36,1243,470,1668,444
109100,2.095,52,470,115,434,123
153100,2.2344,34,1083,364,1132,338
155000,3.1654,34,1113,313,928,290
157100,1.6122,41,1422,478,1640,434
129200,1.3846,26,745,258,694,236
131900,2.52,28,1079,306,1358,285
136400,1.9271,28,950,357,1485,345
144000,2.121,45,2146,607,2868,625
141700,1.9615,43,1165,317,1279,303
121900,1.9205,40,1146,323,1354,321
117200,1.7054,40,1082,318,1085,273
147200,2.02,42,1703,586,2490,581
150000,2.625,41,1268,398,1887,407
127900,2.7708,43,977,266,1084,259
124300,2.1058,41,1098,264,1178,245
121800,2.29,50,1407,401,1526,385
134900,2.1806,45,963,234,1194,239
150000,1.9688,40,1095,305,1322,281
136700,2.1071,52,1053,246,1036,249
142600,3.2639,50,1183,246,851,231
136300,2.07,52,1249,307,1223,297
127600,3.7619,47,1894,408,1629,379
122800,2.3716,52,1754,452,1849,445
143800,1.8224,44,1399,386,1419,373
147200,2.181,36,1625,490,2003,478
125000,1.6888,44,1582,544,1998,515
135400,1.0333,18,796,227,547,218
135300,2.1862,36,1825,479,2097,480
165000,2.2454,37,845,249,881,252
148400,2.8,47,1325,393,1557,352
151600,1.6319,28,1841,809,3199,727
155000,2.1923,52,846,271,1153,281
139300,1.9402,43,1153,411,1667,409
114300,2.5455,47,722,235,930,226
141700,1.4189,43,798,308,1417,325
115600,1.2,44,1105,346,1598,372
115000,1.5163,43,2343,803,2468,707
152500,1.9405,43,1502,477,1844,477
139600,2.2788,47,1306,391,1499,346
139600,1.8125,45,554,214,888,218
141800,2.6573,45,1860,472,1893,456
141100,2.5268,44,1550,407,1718,403
146300,2.2083,52,497,132,547,121
145000,2.2656,47,876,228,872,231
135200,1.925,41,1292,334,1150,322
146000,2.75,49,1098,317,1411,301
135200,2.3472,52,774,209,813,203
140800,2.7266,37,1583,392,1776,377
140600,1.4115,52,583,157,730,174
129700,2.6875,45,792,203,872,188
144800,2.3575,44,2702,770,3260,721
130700,2.3944,48,2230,593,2419,598
175000,1.625,26,36,9,35,9
126600,3.7543,42,498,120,548,119
67500,7.5752,52,22,7,55,7
133300,1.3615,43,1811,513,2123,487
225000,2.5313,52,346,270,346,251
181300,0.8288,13,1703,697,1823,669
112500,1.0769,52,116,107,171,92
350000,1.1979,33,390,199,435,193
87500,1.0227,8,1204,552,1074,517
162500,1.7395,19,2870,1021,3325,978
350000,0.6775,52,2806,1944,2232,1605
275000,0.8131,8,3105,1256,1086,997
287500,5.3081,12,4011,1438,1673,1088
500001,4.0972,52,58,52,41,27
162500,2.462,6,1529,566,1051,473
312500,1.7763,52,174,66,249,57
175000,1.4886,15,326,123,490,105
131300,1.8625,40,637,273,1150,263
185900,1.8438,52,1802,613,2382,587
165600,2.2607,40,680,273,995,249
187500,2.5227,30,929,238,763,214
225000,2.345,38,715,282,1174,300
87500,1.5854,42,2541,1282,3974,1189
213300,2.3438,42,1175,428,1593,407
154200,1.5885,30,1771,788,2188,764
152100,2.3438,34,786,341,1239,320
152500,2.1135,32,1657,579,2071,598
208300,1.9818,33,1416,686,2013,614
183300,2.3981,33,1177,468,1533,430
207100,1.9233,41,1072,331,1111,314
216700,2.4632,24,3247,1281,2642,1182
265900,2.2552,14,1924,926,2226,792
190000,2.3636,32,1777,536,1684,489
177500,2.0173,25,7522,3179,7221,2902
4e+05,1.1642,14,1787,853,2251,763
175000,1.7199,17,2518,1196,3051,1000
137500,1.1346,17,2124,1168,3915,1137
112500,1.3241,25,1714,1176,3723,1036
187500,1.494,45,564,353,1172,319
275000,1.4904,26,513,338,1204,321
110000,1.7238,33,1950,1047,3707,1012
137500,2.7634,37,350,245,1122,248
275000,0.9563,52,1292,864,2081,724
225000,1.6184,52,1261,616,2309,581
187500,1.1122,52,936,454,990,354
162500,1.2254,42,2472,1368,3795,1179
325000,1.7866,25,1316,836,2796,784
225000,1.5727,26,1164,674,1685,541
275000,1.4615,28,1306,637,2079,598
162500,1.6355,31,1525,730,2510,652
158900,1.4413,41,1788,774,2931,702
162500,1.3,41,1075,597,2260,614
212500,1.4801,44,968,384,1805,375
112500,1.3169,47,661,359,1406,307
118100,1.7038,13,1784,730,2158,682
225000,1.8304,24,323,214,751,189
275000,1.2012,12,535,328,1194,365
500001,8.8062,52,2156,306,861,311
500001,15.0001,52,1841,240,693,218
500001,15.0001,52,2248,255,813,265
500001,15.0001,52,1482,171,531,161
500001,7.4574,52,2089,309,883,281
432800,3.4812,52,1311,310,707,290
316700,1.6806,49,649,315,987,329
290600,2.5386,19,3013,1118,2465,1008
141700,2.0185,9,1554,815,1704,761
3e+05,1.6406,22,492,269,634,261
253100,2.3567,26,2302,1124,2660,1004
3e+05,1.925,43,3056,1345,3920,1304
230600,2.4348,31,1489,664,1793,556
237500,1.8238,46,5677,2610,7443,2406
282300,2.3375,26,2107,757,2660,740
281700,3.425,36,2657,738,2274,723
305600,2.2364,28,2362,949,2759,894
350900,2.6218,49,2549,630,1539,594
445000,2.2653,40,2657,794,2149,749
500001,11.2185,52,2980,366,967,359
450000,0.8804,36,369,147,145,136
500001,5.7393,52,983,246,578,204
404500,3.5909,25,2740,707,1420,664
500001,15.0001,52,955,100,457,120
166700,2.3105,26,5062,2055,4533,1822
412500,1.6987,30,3110,1269,2535,1218
175000,2.2708,18,3759,1621,3296,1462
500001,2.3674,20,3264,1248,2919,1191
75000,2.2094,20,1782,896,1749,823
325000,1.9038,34,2470,1197,2326,1055
112500,1.7365,24,4021,1707,3727,1529
3e+05,1.8829,28,5221,2530,5840,2374
150000,1.6953,43,1366,740,942,672
70000,1.5553,42,3894,2293,6846,2156
187500,1.5954,27,2456,1111,4137,1104
350000,2.1637,46,1759,1012,2716,877
137500,1.468,47,1390,872,2860,827
233300,1.9309,23,2040,778,2235,697
270000,2.0332,33,2437,1283,3906,1084
475000,1.8214,21,3960,1490,3468,1335
322200,1.7896,23,2512,1203,3720,1118
500001,2.8202,24,1336,453,1268,426
187500,1.6725,47,3038,1533,4225,1472
410000,2.0547,34,1848,667,1351,589
328900,2.1435,52,2124,756,1920,756
360000,2.0278,31,2827,1084,3107,993
380000,1.9949,14,1559,646,1639,567
291500,3.5517,42,3292,713,2224,674
436800,4.125,43,2808,584,1654,569
337000,4.5918,36,3239,722,1383,612
433800,8.3617,52,1368,231,737,248
257800,3.375,48,2405,527,1868,502
226300,2.5284,44,1574,390,1323,404
171300,2.1736,45,1707,519,1446,466
327300,1.5882,50,1389,364,976,302
250000,1.9923,42,3343,1183,3480,1146
305800,2.5313,35,1692,423,1578,406
417600,3.1406,40,1667,365,1161,384
115600,1.9152,44,1612,650,2028,593
214300,1.721,42,1476,610,1605,545
350000,2.2937,42,443,223,582,223
157700,2.1414,46,1386,457,1845,485
193800,2.2684,31,1744,720,2034,633
193800,1.3867,30,1417,589,1615,540
168800,1.5972,34,1102,448,1325,439
161100,1.9323,36,1723,569,1664,501
187500,2.096,34,1453,588,1987,589
250000,1.847,18,3585,1661,5229,1534
350000,2.3864,11,677,370,1143,341
229200,2.053,31,2818,1252,4126,1200
479000,4.6838,52,1801,313,714,293
500001,4.89,52,2497,406,1030,412
500001,4.1328,52,2315,356,894,345
450000,5.8632,52,2066,319,981,297
500001,10.586,52,1421,163,495,167
500001,15.0001,52,1721,195,688,196
500001,6.2223,52,1621,284,588,272
500001,4.1618,52,3421,598,1203,564
500001,5.5871,52,2756,542,971,510
175000,3.2645,52,2877,721,1186,704
225000,3.1765,52,2373,601,1135,576
175000,2.9621,52,1902,488,848,478
450000,3.6111,48,890,255,434,232
287500,3.3594,45,7803,2154,3359,2041
350000,4.0179,46,1651,410,512,397
500001,3.5719,45,3312,880,1157,809
355200,2.3375,40,1821,447,777,441
411100,4.7019,48,1740,360,748,357
405600,4.3667,50,2519,537,1117,516
456900,3.4265,52,2046,451,944,435
486900,4.25,52,2203,437,899,384
486400,5.24,52,2195,435,884,432
287500,3.201,44,2703,663,1045,619
453400,3.1677,39,2309,526,870,546
474300,3.4286,52,1084,247,468,255
485000,3.3989,25,4625,1307,1739,1191
375000,3.3725,16,4814,1381,1897,1209
500001,3.5573,21,3653,956,1510,890
225000,3.1766,52,3175,1057,1594,997
500001,2.4722,52,3446,1360,1768,1245
500001,7.1669,52,1314,170,629,214
321600,3.9167,52,2530,458,1122,449
396000,3.5481,52,2069,417,826,377
327300,3.7167,52,1482,336,768,300
250000,3.2411,52,2837,602,1164,551
385000,3.7167,48,1354,279,716,309
440900,5.3819,52,1368,322,617,303
328800,2.6781,33,2880,836,1416,736
4e+05,3.2279,48,3551,826,1601,827
355000,3.25,39,2810,670,1109,624
500001,2.9605,52,2130,455,921,395
446000,4.5192,52,843,160,333,151
500001,5.5596,52,1608,289,630,252
362500,3.1475,28,2522,616,991,574
450000,2.7824,29,3946,1008,1676,876
310000,2.8233,31,4345,1158,1987,1070
5e+05,3.5556,25,2558,661,1183,636
345300,3.0862,35,2457,552,1159,523
278500,3.825,52,1197,231,671,219
275000,4.005,48,1266,234,539,222
296100,2.9883,41,2369,544,1252,522
470000,5.0858,52,2239,423,832,411
444300,4.0583,52,2346,437,1121,400
440900,3.625,52,1563,306,776,308
500001,4.0217,52,2402,506,878,464
322600,3.3824,48,1825,404,728,363
295200,4.0625,47,1424,300,632,278
243600,3.2813,48,1835,380,956,370
242000,2.7917,49,995,184,462,194
254700,3.3333,45,1879,395,946,409
338100,3.0833,50,3518,812,1724,758
417900,3.0707,52,2053,480,900,417
474100,5.7509,47,1621,314,724,311
351000,4.2404,52,1004,231,590,226
334100,4.4191,52,1241,210,526,214
333600,4.8958,49,702,143,458,187
287500,3.238,40,2352,598,1133,563
500001,3.0956,35,3517,879,1632,784
234100,2.5806,47,2815,679,1533,594
158000,2.0984,44,1856,493,1374,469
202100,2.8793,42,1372,275,674,271
252000,2.5658,45,2283,509,1093,475
290800,2.8841,46,2149,451,905,443
213500,3.1944,50,2009,419,1130,402
140600,2.2725,39,975,292,723,285
195800,3.6435,52,1971,414,1065,409
259400,2.6654,52,2194,504,997,438
172700,2.532,39,2965,812,2638,794
165000,2.2554,39,1294,330,1140,313
156300,2.3526,48,1184,328,953,311
192500,2.913,31,1090,251,955,239
268500,2.0706,46,3015,795,2300,725
420000,3.6373,52,2545,401,1004,372
167100,2.7409,41,2099,472,1369,465
139700,2.5955,35,2345,607,2042,565
127100,2.2254,40,2064,662,2140,617
123200,1.7014,37,1466,529,1835,500
150700,1.8685,36,1956,601,1672,546
151600,3.0856,49,1104,266,668,297
179200,2.1711,45,1579,357,713,335
139400,2.3214,48,1769,429,993,405
157000,3.5161,45,1767,417,1052,379
146800,2.3687,38,1626,375,1019,372
133500,2.1078,43,1690,379,1017,359
122200,3.0694,37,1236,309,966,292
125800,2.0538,34,3239,806,2331,765
169400,2.4635,41,1617,423,1110,375
110900,1.9,44,865,208,537,183
138000,2.5625,45,1839,459,1312,460
171400,2.6,42,1681,360,987,337
118800,1.6581,48,1426,331,784,356
134600,1.9408,42,2010,494,1203,427
138100,1.975,35,1438,333,794,306
161500,2.5927,33,1806,444,1161,393
183900,1.7377,33,2314,624,1714,582
251100,2.628,48,2437,443,1400,426
151100,1.8333,47,1989,532,1430,519
168800,2.0259,42,1766,404,1117,367
176800,2.8654,44,1008,223,544,223
114000,2.1046,35,3189,935,2221,801
137500,1.9018,39,2840,826,1911,688
223200,3.0132,47,1082,198,455,193
127800,2.8971,50,1845,349,1109,335
121500,3.1731,47,1734,453,1272,438
127100,2.6098,52,2511,587,1660,546
133400,2.0304,51,2010,460,1355,433
114200,2.0042,47,1648,346,1120,338
118200,1.8783,45,1667,399,928,375
125700,2.1979,46,1528,391,933,366
125000,1.6429,46,2312,625,1552,603
181000,4.2218,48,1614,320,684,318
156900,3.5357,44,2067,385,1046,441
124000,1.89,49,2334,530,1334,447
123300,2.2273,43,2122,524,1510,436
134700,3.25,52,427,92,233,116
125400,1.9928,42,2043,512,1634,501
143800,2.1324,36,1083,342,1023,295
113500,1.8316,40,2323,661,1847,614
120000,2.2368,38,1400,376,1139,315
125900,1.6452,35,1819,499,1666,482
120700,2.0879,38,2365,638,2259,607
140900,3.3636,43,1350,287,811,307
134100,2.4444,46,2437,502,1151,477
136600,2.5156,49,1609,371,896,389
130300,3.1442,50,1172,261,685,260
130200,3.4306,49,1295,276,765,265
125000,1.3444,47,1927,561,1349,508
189700,1.7159,43,1356,333,796,329
188400,3.9732,41,1425,285,838,296
193200,2.6154,44,1944,458,981,377
152500,1.5565,35,1627,838,3013,791
153400,2.1696,39,1155,433,1857,424
132500,2.0817,41,659,291,1224,290
143800,1.8571,40,907,349,1426,323
123700,2.4359,48,1353,488,1945,487
180000,1.7225,50,1757,522,2080,488
162500,2.4297,51,1005,314,1227,306
121900,1.2786,39,993,506,1765,464
190600,1.9336,38,1864,515,1768,439
229200,2.1162,35,2007,571,1513,554
5e+05,2.3536,26,1809,640,2543,640
208300,2.4048,33,2691,726,2390,681
214600,2.0658,29,2038,578,2070,570
150000,0.8351,29,2438,867,2114,753
227800,1.9531,31,2206,501,1194,435
234600,2.5833,52,1277,285,954,334
175000,1.7109,24,2092,585,1757,538
150000,2.006,37,1470,399,1579,390
170300,1.767,37,2338,686,2376,630
143000,2.0405,44,1941,579,2049,535
162500,1.78,41,1653,426,1868,393
152800,2.1518,35,1090,345,1605,330
128100,2.1542,31,700,299,1272,298
125000,2.1471,32,432,182,702,186
136400,1.9167,42,1680,557,2099,526
151600,2.0673,45,943,289,953,238
179200,1.2875,42,907,378,822,288
258300,1.0219,29,3544,1384,3323,1213
135200,2.0848,38,1501,437,1777,441
168800,0.7473,22,3313,1235,2381,1063
119600,2.135,27,1084,287,1085,279
135500,2.025,46,2173,510,1343,476
132200,2.8295,52,1902,406,1233,385
111400,2.45,52,1173,284,814,295
105800,1.4712,44,1555,324,931,265
98100,2.4519,45,1423,278,822,276
98400,1.2434,52,1832,441,1186,420
147900,2.1571,47,2241,559,1775,504
150000,2.7125,40,1695,374,1138,357
138400,1.23,47,1315,247,785,245
187500,1.8564,37,2781,766,2586,729
156600,2.1173,34,2041,517,1479,495
127100,1.3187,23,1703,397,1333,361
112100,2.2981,46,1976,469,1409,431
116800,1.85,49,2120,483,1522,416
141300,2.087,21,1641,491,1526,453
137500,1.631,34,3184,772,2474,705
119300,1.5781,31,1933,478,1522,423
500001,0.4999,29,515,229,2690,217
175000,1.7546,50,395,232,948,243
125000,1.7115,51,1280,422,1560,381
162500,1.6089,19,460,241,890,229
160200,1.2969,24,1283,545,1932,516
2e+05,1.4167,25,1582,780,2390,719
180000,2.1806,20,1193,454,1880,453
275000,1.6037,44,1273,474,1754,460
147500,1.8539,41,1933,791,3121,719
164600,1.7976,40,2118,796,2195,658
162500,2.2232,48,1521,513,1772,458
127300,1.875,39,2004,633,3050,621
38800,1.9375,52,281,103,470,96
187500,0.9234,40,561,284,662,205
350000,0.844,26,2107,809,2821,572
225000,1.2989,25,1407,550,1193,472
158300,2.1944,50,180,89,356,76
312500,1.8333,52,142,47,137,45
1e+05,1.2096,49,299,90,287,68
124000,2.1905,52,1274,418,1655,368
130700,1.6302,32,1375,448,1698,432
